Id	Label	weighted_eigenvector_centrality	weighted_betweennes_centrality
A020411	Agnieszka Zabrodzka	0.0005676659689817588	0.0
A007403	Agustin Pérez Rubio	0.0005026171696969541	0.0
A020060	Agócs József	0.00018209637494413588	0.0
A022024	Agócs Írisz	4.506317322122626e-05	0.0
A013174	Ahmed M. Albadawy	1.6488017057994918e-07	0.0
A014833	Ahmet Ögut	2.8247562653148403e-05	0.0
A014922	Ahmet Ögüt	0.000677556278447817	1.5506279857040776e-07
A014702	Ai Wei Wei	0.0002758641177924005	0.0
A010435	Aino Pisilä	0.0001142484230898535	0.0
A025483	Aj Vej-Vej	2.5698650439013092e-06	0.0
A017716	Ajdan Szalahova	1.495705405640145e-07	0.0
A020436	Ajpek Orsi	8.85490965586926e-06	0.0
A017084	Ajpek Orsolya	0.0005458895188634967	1.8268335956576165e-06
A025484	Ajtai Péter	0.0015127735972451832	3.101255971408155e-07
A021426	Akademia Ruchu	0.0018302197095813558	0.0
A025485	Aknai Katalin	0.03628085561343653	0.00019318086446725238
A025486	Aknai Tamás	0.00020876212017659391	0.0
A025487	Aknay János	0.011118699916501865	0.004061282689820096
A016111	Akosh S	0.0008019561928574009	0.0
A009798	Akram Al Halabi	5.096792707054072e-19	0.0
A008803	Al-Ali Matej	0.001111047510875161	0.0
A017807	Alacsony Zsóka	0.0001479241964093944	0.0
A012951	Alagyi Judit	0.0003652741045819581	0.00023666337424693343
A003176	Alain Fourgeaux	0.00117370156817365	0.0
A009599	Alan Bulfin	0.0001622057484726387	0.0
A016768	Alan Sonfist	9.379014315267368e-06	0.0
A008568	Alan Watt	9.036954255633987e-06	0.0
A019653	Alan Yu	1.0351372283958785e-19	0.0
A007238	Alanna Heiss	2.953745048696078e-05	0.0
A025488	Alapfy László	0.0003340073273026246	7.358414363436218e-06
A019205	Alban Hajdinaj	1.6995859458786216e-05	4.264226960686214e-08
A025489	Alban Muja	0.0015539844870344234	0.0016493254569941418
A015910	Albert Adam	0.004140102500626546	0.0
A021845	Albert Alianna	0.00020754122010343916	2.9074274731951455e-08
A019139	Albert Anna	1.924822077115615e-05	0.0
A024650	Albert George	1.8521088531335675e-05	7.753139928520388e-08
A001035	Albert Ildikó	0.0007510020924906776	0.0
A011885	Albert Katalin	0.0002783581902510044	0.0
A012478	Albert Kinga	2.6732724434162815e-06	0.0
A003879	Albert Levente	0.0002214537117837682	0.0
A018518	Albert Virág	2.4722397559375737e-06	0.0
A014127	Albert Zsuzsa	0.0006392635419599509	0.0
A025490	Albert Ádám	0.06569172909307336	0.006773476724862106
A005165	Alberto Burri	0.001993112821220681	0.0
A011740	Albin Ray	0.000787019285621085	0.0
A025491	Albrecht Júlia	0.0008790141665403841	1.2341264511220446e-06
A001596	Albrecht Schafer	0.0011486881052694196	0.0
A025492	Albrecht Zsófia	5.8887718915333935e-05	0.0
A001858	Aldo Damioli	2.852305392227832e-05	5.166913966649605e-06
A016103	Aldo Giannotti	0.00014338606758765275	0.0
A015554	Alec Soth	6.192237774746335e-05	0.0
A017689	Alejandra Sandoval	0.00013661749092456392	5.9916500311240025e-06
A024695	Alejandro Perdomo Daniels	0.00140215970028722	0.0
A015056	Aleks Soselia	5.633033943810686e-05	0.0
A003203	Aleksandar Denic	1.832370083516135e-06	7.264692113023603e-05
A020423	Aleksandar Srnec	0.0008885265509316321	0.0
A023062	Aleksander Czekaj	0.0008084576095090309	0.0
A024818	Aleksander Drakulic	0.00119559559865879	0.0
A006042	Aleksander Komarov	0.00021188937878241078	0.0
A009352	Aleksander Zorgaf	0.0003537026103479194	1.7735307586490388e-07
A024278	Aleksandr Kutsepalov	8.222409339832648e-05	0.0
A019504	Aleksandra Kalmus	0.0013057641827667887	0.0
A021187	Aleksandra Kostič	5.38162332886665e-05	0.0
A015766	Aleksandra Tubielewicz	0.0004170136097202707	0.0
A016787	Aleksandra Urban	0.0007832066332535455	0.0
A015762	Aleksandra Von Engel	0.0004170136097202707	0.0
A023011	Aleksi Ahtola	0.00011488537155535705	0.0
A017724	Alekszej Beljajev-Gintovt	1.495705405640145e-07	0.0
A016470	Alekszej Boriszov	7.74105311200148e-05	0.0
A017718	Alekszej Szokolov	1.495705405640145e-07	0.0
A002003	Alem Korkut	3.4006133872831822e-06	0.0
A023881	Alena Kazatelová	0.0007858554590458226	3.662929219759253e-07
A012607	Alessandra Critelli	9.650261862131724e-05	0.0
A024455	Alessandra Miranda	6.237795679313284e-05	0.0
A001866	Alessandra Tesi	2.852305392227832e-05	5.166913966649605e-06
A010904	Alessandro Papetti	0.0011484544575357581	0.0
A006041	Alevtina Kakhidze	0.00021188937878241078	0.0
A018729	Alex Braun	9.28067043659595e-06	0.0
A025493	Alex Cuibus	0.00012196417163890033	0.0
A018730	Alex Fischer	9.28067043659595e-06	0.0
A013197	Alex Kalachev	3.066896743681136e-05	0.0
A020709	Alex Martin	0.003892104631723224	0.0
A022687	Alex Mirutziu	0.0004577266056209686	0.0
A025494	Alex Schikowski	0.0016059280371388857	0.0
A009448	Alexa Hoyer	0.0007045773461253972	0.0
A020690	Alexander Braun	0.0012743192840900704	0.0
A013179	Alexander Kalachev	1.6488017057994918e-07	0.0
A020563	Alexander Markov	3.549557350024053e-06	0.0
A008063	Alexander Petkov	0.0002381804525691279	0.0
A016198	Alexander Raevski	0.0014848908994110086	0.0
A025496	Alexander Saburov	0.00017187576751527705	0.0
A019262	Alexander Schellbach	1.709188001856714e-05	0.0
A025497	Alexander Schikowski	0.005144504690719492	8.99364231708365e-06
A025498	Alexander Tinei	0.01243444751494685	0.0004114979017062196
A025499	Alexander Tolnay	0.00016073898684783569	0.00014529384226047207
A020527	Alexander Trauner	0.000435317998525251	0.0
A019382	Alexander Vasin	4.3705409960747244e-05	0.0
A013165	Alexandr Kalachev	1.6488017057994918e-07	0.0
A002060	Alexandra Croitoru	3.9229802824799354e-06	0.0
A016815	Alexandra Dick	0.00020095197366699205	0.0
A017850	Alexandra Domanović	0.0018457367779486273	0.0
A012282	Alexandra Haeseker	0.0010320135624873562	3.101255971408155e-07
A019373	Alexandra Korolkova	4.3705409960747244e-05	0.0
A004589	Alexandra Mitlianskaya	1.6246104065432676e-19	0.0
A012805	Alexandra Nádas	0.0011895562606838459	0.0
A016004	Alexandra Pirici	0.0007387292911967108	1.5506279857040776e-07
A013882	Alexandra Ranner	0.0014667938251923215	1.9141351548764308e-06
A013172	Alexandra Virlan	1.6488017057994918e-07	0.0
A006819	Alexandre Trauner	0.0007884138897784136	0.0
A012400	Alexandros Christodoulou	4.164999008587332e-19	0.0
A004783	Alexandru Dan	0.00020455968838499147	0.0
A017046	Alexandru Mocanu	6.258047797302145e-06	0.0
A016515	Alexandru Radulescu	0.0006198656092162634	0.0
A020326	Alexei Shulgin	0.0022824240636835705	7.106935723281726e-06
A009010	Alexey Katalkin	2.4920780092149442e-05	0.0
A007255	Alexine Chanel	0.0010881168109406524	0.0
A015184	Alexy Károly	0.000969399251385707	2.9932036647740125e-06
A001992	Alf Lechner	0.00265450355071455	0.0
A014395	Alf Slegers	0.0005339007439501899	0.0
A010461	Alfred Lenz	0.00026042654744066394	0.0
A025501	Alfredo Barsuglia	0.00598433346665407	1.5506279857040776e-07
A014038	Alfredo Jaar	0.00010141351561724347	0.0
A025502	Alföldi György	3.310858252296819e-05	5.931152045318097e-05
A025503	Alföldi László	0.0004283198870453716	2.6475529167772504e-05
A006009	Alföldi Róbert	0.008105883646916704	2.8526202008732632e-05
A022989	Ali Kazma	3.5131099340991347e-19	0.0
A006879	Alia Hassan-Khan	2.5273123366594054e-05	0.0
A019317	Alice Lang	0.0005431253394447096	0.0
A001869	Alice Rubbini	2.852305392227832e-05	5.166913966649605e-06
A007390	Alicia Framis	0.0005026171696969541	0.0
A022948	Alicja Brodowicz	0.0006116343002475741	0.0
A021338	Aliki Koutoura	0.00010567796243280467	0.0
A017059	Alin Rihor	6.258047797302145e-06	0.0
A012255	Alina Kunitsyna	0.00020560370861512969	0.0
A024527	Aline Smithson	2.8012598943462788e-05	4.6518839571122334e-08
A022454	Alisa Lozhkina	0.00012873259651475106	5.814854946390291e-08
A022305	Alissa Nirgi	1.2155383284513387e-05	0.0
A008336	Alke Schmidt	4.680967771296645e-19	0.0
A016411	Alkotás Útja	0.002621306100985198	0.0
A009145	Allan Sekula	0.00014701032888211424	0.0
A025504	Allan Siegel	0.04810572339759831	0.001859850948475715
A014479	Allen Ginsberg	0.00013429101642081564	0.0
A025303	Allison Morris	3.9278007094945866e-05	0.0
A002671	Alma Jantunen	6.406509221268391e-07	0.0
A005971	Almagul Menlibayeva	1.7354584914538208e-05	0.0
A024673	Almer Zsuzsanna	0.0004526497909196578	0.0
A009458	Almir Mavignier	0.0007537127471849977	0.0
A006116	Almut Rink	0.0010181692003124667	0.0
A013507	Almási Gertrud	0.002624794129175284	0.0
A007687	Almási Gertrúd	0.0007838167391048814	9.41452705606047e-09
A015412	Almási Gyula Béla	0.00010163871290251384	5.549854324992486e-07
A025505	Almási J. Csaba	0.0010388469700569533	4.875823936671286e-07
A016288	Almási Jonathan Csaba	0.0005262210201012196	0.0
A003086	Almási Miklós	0.0012421234895411157	0.0
A020217	Almássy Krisztián	0.0015248560481233217	1.091658110480972e-05
A000156	Almásy Aladár	0.002051123004598913	0.0
A019363	Almásy Ivor	0.0028019914315929083	0.0005093344385367391
A007711	Almásy Oti	0.00031958447816545014	0.0
A025506	Almásy Ottilia	0.001903114144203765	7.338346942344547e-05
A025507	Almásy Ottília	0.003208925477158907	0.0
A015043	Alon Cohen	7.557548428000474e-07	0.0006152504190277355
A014101	Alper Sen	0.0013087698003307474	2.5068371800758663e-06
A008083	Alpern Bernadett	0.01581814209144584	0.0005901858098288171
A023524	Alphons Hustinx	0.00019057970860347025	0.0
A023169	Alscher Bettina	2.5802902601989313e-05	0.0
A012045	Alt Saxofon	0.00058516347789558	0.0
A003417	Altneder Péter	0.0008235299743942734	0.0
A009714	Altnőder Emese	0.005256071769173813	0.00010583732862031048
A010740	Alton Kelley	1.0926783917592268e-05	0.0
A025508	Altorjai Sándor	0.009134856146032065	0.0011650565389388372
A025509	Altorjay Gábor	0.010172770695017841	1.88052408966262e-05
A008718	Alvin Curran	1.369593615761772e-05	0.0
A014016	Alvégi Lóci	0.0003059371944482268	0.0
A020858	Amadeo Azar	0.0002681787100634546	0.0
A003168	Amadinda Együttes	2.168899904748719e-05	0.0
A007788	Amadinda Ütőegyüttes	0.0011647677658620124	0.0
A021809	Amalie Atkins	5.79425886780923e-05	0.0
A013155	Amanda Carvalho	1.6488017057994918e-07	0.0
A006221	Amanda Dunsmore	0.002329876125369693	0.0
A018960	Amanda Stojanov	0.0003755815271745373	0.0
A025510	Amande In	0.0016750438787814872	0.0
A022543	Ambassador Maximiliano Gregorio-Cernadas	0.00012230822668445214	0.0
A014416	Ambrus Bori	0.00018963330630160374	3.754362849107805e-08
A008312	Ambrus Imre	0.0013822558636722286	0.0
A005927	Amerigo Tot	0.004552818407566509	0.00014513877946190166
A025511	Ami Barak	0.00337875959326614	0.0
A008293	Amruta Nemivant	1.2955678065017495e-05	0.0
A007589	Amy Weston	0.0005965551596313491	0.0
A003792	An Seebach	6.5690209614255394e-06	0.0
A025045	An Sejin	2.010447577470136e-18	0.0
A016563	Ana Adam	0.0008822791718623266	6.783997437455339e-08
A019697	Ana Bezelga	0.0006107807878264067	0.0
A009662	Ana Hoffner	8.218119106145465e-05	0.0
A008385	Ana Husman	0.00021349525749134884	4.307299960289104e-09
A009434	Ana Lupas	0.001963653120628355	1.4799909334141354e-06
A006739	Ana Manso	0.0005564243912552398	2.2151828367201108e-08
A003046	Ana Opaliæ	0.001768567969486566	0.0
A005642	Ana Torfs	0.0005191736495274534	0.0
A023773	Ana Vaz	3.8186758417725706e-05	0.0
A015114	Ana Venus	0.0007155392698664895	0.00014529384226047207
A019679	Ana Vujanović	0.0002895692686505106	0.0
A025512	Anahita Razmi	0.0010124658129407108	0.0
A023517	Anasztázia Horosilova	0.0021622904761182133	0.0
A001625	Anatolij Shuravlev	2.178974287834583e-19	0.0
A004965	Anatoly Osmolovsky	9.766998014734426e-19	0.0
A005485	Anca Benera	0.00042784924197982935	0.00014529384226047207
A019342	Anca Bodea	3.177906842865417e-05	0.0
A004523	Anda Rottenberg	0.0015444311022526902	0.0
A005238	Anders Kreuger	0.0004988297901889315	0.0
A022069	Andi Galdi Vinko	4.741017020332666e-05	0.0
A009616	Andi Néni	2.0657259353921395e-05	0.0
A021417	Andi Schreiber	4.287929630931176e-05	0.0
A010706	Andok Tamás	0.00011286604884915036	1.7056907842744853e-06
A015661	Andor Anikó	4.0260833233868714e-07	0.0
A009889	Andorka Gergő	0.0006596254239871047	0.0
A002908	Andras Baranyay	1.9783228654135895e-05	0.0
A022636	Andrasev Nadja	0.000936839701623348	0.0
A002989	Andrassew Iván	0.0008636408781462139	7.264692113023603e-05
A019617	Andrea Ambrovičová Mikulajová	7.103959021672327e-06	0.0
A016269	Andrea Babčanová	0.002089993981091312	0.0
A001859	Andrea Fogli	2.852305392227832e-05	5.166913966649605e-06
A025513	Andrea Kalinová	0.0011037385661850287	0.0
A019615	Andrea Klimko	7.103959021672327e-06	0.0
A015463	Andrea Maria Krenn	0.0011068788918779705	2.850428104550687e-06
A014625	Andrea Roe	0.0012439238486399282	0.0
A013145	Andrea Rossi	1.6488017057994918e-07	0.0
A013198	Andrea Rox Rossi	3.066896743681136e-05	0.0
A006873	Andrea Schneemeier	2.5273123366594054e-05	0.0
A018572	Andrea Stultiens	0.0024327031109775184	0.0
A013508	Andreas Bauer	1.0351372283958785e-19	0.0
A025514	Andreas Berde	0.005227716582728531	0.0
A025515	Andreas Fogarasi	0.022991762355327093	0.012057337649425112
A002517	Andreas Gursky	0.0022255951371497767	5.96395379116953e-09
A017378	Andreas Hoffer	0.0004307436056493543	0.0
A013178	Andreas Lachetta	1.6488017057994918e-07	0.0
A002848	Andreas Leikauf	0.003436903326826683	0.0
A016560	Andreas Mühe	0.0008822791718623266	6.783997437455339e-08
A008491	Andreas Müller-Pohle	0.00036124097093352594	0.0
A000813	Andreas Reichel	2.7515054703023002e-05	0.0
A009350	Andreas Spiegl	0.0005718254284728207	0.0
A018432	Andreas Walch	2.9633463304144475e-06	0.0
A008546	Andreas Wegner	0.0006548018102748186	0.0
A025516	Andreas Werner	0.002441167947719542	0.0
A013981	Andreas Wolf	0.0007883355710099829	0.0
A010399	Andrei Smirnov	5.75876325218501e-16	0.0
A024635	Andrej Augustín	6.31180682675471e-06	0.0
A016516	Andrej Budescu	0.0006198656092162634	0.0
A017728	Andrej Hlobisztyin	1.495705405640145e-07	0.0
A017792	Andrej Jemec	3.1218318144243426e-19	0.0
A017719	Andrej Medvegyev	1.495705405640145e-07	0.0
A017727	Andrej Popov	1.495705405640145e-07	0.0
A017425	Andrej Ryzhov	0.0002605107476815398	2.0532030640745694e-08
A025317	Andrejkovics Zoltán	0.000738935184778367	5.801894893269682e-07
A001754	Andres Serrano	0.001099405701587382	7.163930645632823e-05
A017994	Andrew Hammerand	1.0818632282334308e-18	0.0
A016864	Andrew Heeps	1.1272326221706713e-18	0.0
A015253	Andrew Hefler	3.937805589408867e-06	0.0
A013403	Andrew Newton	6.374948590692629e-07	0.0
A010528	Andrey Nepomnyaschev	6.53184150661721e-05	0.0
A009341	Andrey Paounov	0.0009850904020267546	0.0
A011460	Andrianaivo Mahenina	6.574061637337673e-07	0.0
A014570	Andrius Zakarauskas	0.0008745448945817334	0.0
A017730	Andriusz Venclova	1.495705405640145e-07	0.0
A014546	Andro Wekua	8.91416105070607e-05	0.0
A023613	Andrzej Jakub Olejniczak	0.0008970571622393241	1.021707817706936e-05
A020971	Andrzej Paruzel	0.00021451480918074488	0.0
A004422	Andrzej Wajda	0.00012712747453130655	1.240502388563262e-06
A009313	Andrzej Wielogórski	0.0026819489377277327	2.5843799761734627e-08
A025517	András Edit	0.01680857930167117	0.0017960148644417479
A004177	András J. Bality	0.004161620501002113	0.0
A022818	András J. Nagy	0.0004083090051026279	0.0
A019108	András Kallai	3.270646881325259e-06	0.0
A022071	András Ladocsi	4.741017020332666e-05	0.0
A011719	András László	0.0008134645518331924	0.0006697042840575195
A025518	András Sándor	0.00039491352110647567	0.0002527728937004054
A020103	András Tünde	4.433669296818871e-06	0.0
A025519	Andrási Edina	0.0017421748086656804	1.7381020585993276e-05
A025520	Andrási Gábor	0.03542060243249997	0.0029374351554217948
A007551	Andráskó Péter	7.847392020120749e-05	0.0
A013222	André Claessens	0.00012279647023921586	0.0
A010261	André Hebbelinck	0.0013058902230429572	0.0
A023046	André Stempfel	2.8823317957670143e-05	0.0
A023038	André Van Lier	2.8823317957670143e-05	0.0
A015531	Andréa Holzherr	4.7420829117039545e-20	0.0
A025025	Andróczi Alexandra	0.00017002218353918426	0.0
A007466	Andy Duchamp	0.000280569571403008	0.00014498371666333125
A021410	Andy Holden	0.002526543697616219	0.0
A025521	Andy Warhol	0.005485546378467599	0.001436437156456853
A022183	Aneta Grzeszykowska	0.000693147817143441	0.0
A001203	Aneta Szylak	1.3347776771318697e-21	0.0
A005309	Anetta Mona Chisa	0.0009659783904568821	0.0
A020165	Anette Messager	0.0006960664968397187	8.44257462804654e-08
A025522	Angel Judit	0.01861912286358782	0.0016392419381408554
A003376	Angel Orensanz	0.0010110073629362544	0.0
A019287	Angela Darby	0.00014087685805801877	0.0
A017782	Angela Lubic	0.0008347790337699393	5.052763786471133e-05
A010555	Angelica Karolyi	0.00034389648809168757	0.0
A010462	Angelika Loderer	0.0001352225071498123	1.8122964582916406e-05
A022956	Angelika Markul	0.003089284139349809	1.938284982130097e-08
A019106	Angelina Hafynets	3.270646881325259e-06	0.0
A020163	Angelo De Aquino	0.0006960664968397187	8.44257462804654e-08
A012910	Angelus Iván	0.00014359600995182776	0.0
A001496	Angol Nyelven	0.0012624935453444683	0.0
A003079	Angyal Júlia	9.651155627281286e-05	2.2552562919745972e-07
A015052	Angyalosi Gergely	0.0019055228117943247	0.0016706828153658757
A006919	Ania Molska	0.0007658965983415891	6.030219944404745e-08
A021388	Ania Niemierko	1.0636834435081671e-18	0.0
A019773	Anikó Herbert	8.167835192389474e-08	0.0
A010280	Anima Sound System	0.00010430264279407367	0.0
A007386	Anita Andrzejewska	0.0014185402958774153	0.0
A019608	Anita Stanková	7.103959021672327e-06	0.0
A008708	Anja Casser	1.6246104065432676e-19	0.0
A014883	Anja Hitzenberger	0.001280559273093917	2.3259419785561164e-07
A015707	Anja Luithle	0.00015863539662037436	0.0
A002233	Anja Theismann	0.0018869460233813772	0.0
A011277	Anjalika Sagar	0.000410233903733368	0.0
A006382	Anke Mellin	0.00033147899935562144	0.0
A005022	Ann Böttcher	0.0005518926216832285	0.0
A001887	Ann Demeester	0.0030988844565219653	0.0
A008577	Ann Lislegaard	3.667837099015178e-05	0.0
A005404	Ann Marie Cusack	0.00019789497711396016	0.0
A016311	Ann Reder	0.00035890342129478935	0.0
A025523	Ann-Christin Bertrand	2.9336510173979995e-05	0.0
A010541	Anna Altomare Roselli	0.0009527225479832648	0.0
A005053	Anna B. Wiesendanger	0.0015918178282338636	0.0
A020191	Anna Baumgart	0.00259537487610965	0.0
A019752	Anna Bujak	8.167835192389474e-08	0.0
A006423	Anna Ciabach	1.641069566676003e-05	0.0
A007899	Anna Farkas	4.103761664829999e-05	0.0
A020718	Anna Hausova	7.756977816748423e-07	0.0
A022723	Anna Hulacova	0.00010492415753238427	0.0
A001819	Anna Júlía Fridb	1.035504761344528e-05	0.0
A019315	Anna Khodorkovskaya	0.0005431253394447096	0.0
A024282	Anna Kondyukova	0.0005426168736858623	4.845712455325243e-08
A004902	Anna Konik	0.0030024973907868055	0.0
A019333	Anna Kott	0.0017486546824686307	2.629005892270576e-07
A024456	Anna Kushnerova	6.237795679313284e-05	0.0
A018972	Anna Luise Lorenz	0.00029884883734713813	3.914345346209629e-06
A022890	Anna Maislinger	2.6786387417086915e-19	0.0
A012393	Anna Maragoudaki	4.164999008587332e-19	0.0
A025524	Anna Marg	0.01166492656990785	0.002661648120323241
A009895	Anna Maria Karczmarska	0.0009789425576516634	0.0
A025525	Anna Mark	0.0028071191099661007	0.0013843748218368389
A015054	Anna Martiashvili	5.633033943810686e-05	0.0
A002172	Anna Meyer	4.7420829117039545e-20	0.0
A008590	Anna Molska	0.002838771409306703	1.5855171153824193e-05
A015764	Anna Monika Kozbiel	0.0004170136097202707	0.0
A020469	Anna Slama	0.0011814863579846725	0.0
A018574	Anna Waligórska	0.00018100690139848086	0.0
A017285	Anna Witt	0.0037324634908360178	0.0
A020394	Anna-Liisa Unt	1.6246104065432676e-19	0.0
A018492	Anna-Luise Lorenz	0.000323169688981706	0.0
A022998	Anna-Maija Rissanen	0.00011488537155535705	0.0
A025526	Anna-Maria Bogner	0.0008484215283463674	0.0002177081691928525
A022309	Anna-Stina Treumund	1.2155383284513387e-05	0.0
A010581	Annamarie Türk	0.00039574998310742363	0.0
A025527	Anne De Vri	0.0014535851308418843	0.0
A011383	Anne Hofmann	0.00020995029841264348	0.0
A009779	Anne Robertson	0.00011397610106382588	0.0
A018336	Anne Simone Tullemans	0.0005033087831352833	0.0
A012837	Anne Szefer Karlsen	0.00044175912093873815	0.0
A020840	Anne-Julie Hynes	1.0351372283958785e-19	0.0
A008719	Annegret Heinl	3.182357027249509e-05	2.5843799761734627e-08
A025528	Anneli Porri	2.409958133002179e-05	0.0
A014894	Annelies Senfter	1.646321824832152e-05	0.0
A018545	Anneliese Schauer	2.9882161106250513e-08	0.0
A006210	Annemiek De Beer	1.0351372283958785e-19	0.0
A006365	Annette Schröter	0.0007267562767731553	0.0
